nombre,descripcion,precio,stock,categoria
Laptop v8692,Lote tecnologico 8692,"1141,97",60,Software
Monitor v8693,Lote tecnologico 8693,"1408,18",189,Licencias
Laptop v8694,Lote tecnologico 8694,"491,57",133,Software
RAM v8695,Lote tecnologico 8695,"1178,98",74,Hardware
Monitor v8696,Lote tecnologico 8696,"1132,36",61,Hardware
Teclado v8697,Lote tecnologico 8697,"724,45",60,Software
Teclado v8698,Lote tecnologico 8698,"1194,74",193,Software
Monitor v8699,Lote tecnologico 8699,"1009,41",131,Servicios
Monitor v8700,Lote tecnologico 8700,"217,64",66,Hardware
Mouse v8701,Lote tecnologico 8701,"1337,56",150,Hardware
Monitor v8702,Lote tecnologico 8702,"105,79",177,Software
Teclado v8703,Lote tecnologico 8703,"1454,85",190,Licencias
Laptop v8704,Lote tecnologico 8704,"528,8",171,Licencias
Teclado v8705,Lote tecnologico 8705,"1261,64",50,Servicios
RAM v8706,Lote tecnologico 8706,"1311,84",60,Licencias
RAM v8707,Lote tecnologico 8707,"149,03",140,Hardware
Mouse v8708,Lote tecnologico 8708,"104,18",104,Servicios
Monitor v8709,Lote tecnologico 8709,"1006,57",143,Servicios
Mouse v8710,Lote tecnologico 8710,"60,41",25,Servicios
RAM v8711,Lote tecnologico 8711,"71,53",4,Servicios
Mouse v8712,Lote tecnologico 8712,"724,34",178,Software
Mouse v8713,Lote tecnologico 8713,"571,58",53,Servicios
Monitor v8714,Lote tecnologico 8714,"1202,94",79,Software
SSD v8715,Lote tecnologico 8715,"470,69",80,Licencias
Mouse v8716,Lote tecnologico 8716,"581,31",103,Software
Mouse v8717,Lote tecnologico 8717,"807,21",25,Hardware
Mouse v8718,Lote tecnologico 8718,"1469,29",14,Hardware
Teclado v8719,Lote tecnologico 8719,"1450,15",159,Hardware
SSD v8720,Lote tecnologico 8720,"815,58",74,Hardware
Teclado v8721,Lote tecnologico 8721,"1337,11",128,Servicios
Laptop v8722,Lote tecnologico 8722,"1226,85",151,Software
Laptop v8723,Lote tecnologico 8723,"1328,25",46,Servicios
RAM v8724,Lote tecnologico 8724,"962,59",96,Hardware
Monitor v8725,Lote tecnologico 8725,"170,51",50,Software
SSD v8726,Lote tecnologico 8726,"262,26",50,Hardware
Laptop v8727,Lote tecnologico 8727,"499,48",61,Hardware
RAM v8728,Lote tecnologico 8728,"897,9",71,Licencias
Laptop v8729,Lote tecnologico 8729,"398,12",53,Hardware
Laptop v8730,Lote tecnologico 8730,"778,69",28,Servicios
Laptop v8731,Lote tecnologico 8731,"970,92",32,Hardware
SSD v8732,Lote tecnologico 8732,"503,96",76,Servicios
SSD v8733,Lote tecnologico 8733,"291,3",114,Hardware
SSD v8734,Lote tecnologico 8734,"859,75",74,Hardware
Teclado v8735,Lote tecnologico 8735,"595,93",59,Software
Teclado v8736,Lote tecnologico 8736,"138,15",175,Hardware
Laptop v8737,Lote tecnologico 8737,"179,52",66,Software
SSD v8738,Lote tecnologico 8738,"176,95",22,Servicios
RAM v8739,Lote tecnologico 8739,"1167,52",145,Hardware
Teclado v8740,Lote tecnologico 8740,"258,11",140,Hardware
Laptop v8741,Lote tecnologico 8741,"603,85",21,Hardware
Laptop v8742,Lote tecnologico 8742,"478,22",13,Hardware
Monitor v8743,Lote tecnologico 8743,"498,82",138,Software
Mouse v8744,Lote tecnologico 8744,331,37,Software
Mouse v8745,Lote tecnologico 8745,"705,11",170,Software
Teclado v8746,Lote tecnologico 8746,"177,07",179,Software
Monitor v8747,Lote tecnologico 8747,"50,23",142,Licencias
RAM v8748,Lote tecnologico 8748,"579,98",83,Hardware
Monitor v8749,Lote tecnologico 8749,"653,24",16,Hardware
SSD v8750,Lote tecnologico 8750,"1265,75",99,Hardware
Teclado v8751,Lote tecnologico 8751,"645,72",92,Software
Mouse v8752,Lote tecnologico 8752,"790,36",24,Hardware
Monitor v8753,Lote tecnologico 8753,"764,62",31,Servicios
RAM v8754,Lote tecnologico 8754,"464,46",72,Software
Mouse v8755,Lote tecnologico 8755,"1321,51",78,Licencias
Mouse v8756,Lote tecnologico 8756,"126,52",100,Servicios
SSD v8757,Lote tecnologico 8757,"1359,37",190,Hardware
Laptop v8758,Lote tecnologico 8758,"864,54",105,Hardware
SSD v8759,Lote tecnologico 8759,"672,98",64,Hardware
Mouse v8760,Lote tecnologico 8760,"1481,06",128,Hardware
Monitor v8761,Lote tecnologico 8761,"622,33",109,Servicios
Laptop v8762,Lote tecnologico 8762,"360,61",54,Hardware
Mouse v8763,Lote tecnologico 8763,"206,53",0,Software
Monitor v8764,Lote tecnologico 8764,"377,01",182,Software
Monitor v8765,Lote tecnologico 8765,"361,27",147,Licencias
RAM v8766,Lote tecnologico 8766,"746,23",153,Software
Laptop v8767,Lote tecnologico 8767,"290,33",125,Servicios
Laptop v8768,Lote tecnologico 8768,"649,92",120,Hardware
SSD v8769,Lote tecnologico 8769,"800,13",83,Hardware
Mouse v8770,Lote tecnologico 8770,"260,8",2,Licencias
Laptop v8771,Lote tecnologico 8771,"902,43",172,Servicios
SSD v8772,Lote tecnologico 8772,"821,27",54,Licencias
Mouse v8773,Lote tecnologico 8773,"886,22",44,Servicios
RAM v8774,Lote tecnologico 8774,"1085,76",93,Hardware
RAM v8775,Lote tecnologico 8775,"1024,31",96,Software
Teclado v8776,Lote tecnologico 8776,"680,47",96,Software
Monitor v8777,Lote tecnologico 8777,"1315,75",179,Servicios
SSD v8778,Lote tecnologico 8778,"832,34",160,Servicios
RAM v8779,Lote tecnologico 8779,"1057,68",123,Hardware
Teclado v8780,Lote tecnologico 8780,"594,51",98,Licencias
Mouse v8781,Lote tecnologico 8781,"539,73",90,Software
Laptop v8782,Lote tecnologico 8782,"398,38",6,Software
Monitor v8783,Lote tecnologico 8783,"711,49",77,Licencias
SSD v8784,Lote tecnologico 8784,"931,42",152,Servicios
RAM v8785,Lote tecnologico 8785,"772,95",95,Hardware
RAM v8786,Lote tecnologico 8786,"560,45",17,Licencias
Mouse v8787,Lote tecnologico 8787,"463,77",127,Servicios
Teclado v8788,Lote tecnologico 8788,"394,44",94,Software
Monitor v8789,Lote tecnologico 8789,"996,19",147,Licencias
Laptop v8790,Lote tecnologico 8790,"290,2",20,Hardware
SSD v8791,Lote tecnologico 8791,"868,51",189,Hardware
RAM v8792,Lote tecnologico 8792,"960,27",14,Licencias
RAM v8793,Lote tecnologico 8793,"829,43",106,Licencias
Monitor v8794,Lote tecnologico 8794,"1224,78",185,Servicios
Laptop v8795,Lote tecnologico 8795,"852,83",87,Software
Mouse v8796,Lote tecnologico 8796,"733,04",134,Hardware
Teclado v8797,Lote tecnologico 8797,"538,96",38,Licencias
Mouse v8798,Lote tecnologico 8798,"824,41",58,Hardware
Mouse v8799,Lote tecnologico 8799,"1196,07",140,Licencias
Monitor v8800,Lote tecnologico 8800,"592,89",23,Hardware
SSD v8801,Lote tecnologico 8801,"862,36",74,Licencias
SSD v8802,Lote tecnologico 8802,"664,87",148,Servicios
Laptop v8803,Lote tecnologico 8803,"1208,88",195,Licencias
Teclado v8804,Lote tecnologico 8804,"515,77",184,Servicios
RAM v8805,Lote tecnologico 8805,"778,31",10,Licencias
Teclado v8806,Lote tecnologico 8806,"791,62",131,Hardware
Mouse v8807,Lote tecnologico 8807,"434,38",19,Software
Monitor v8808,Lote tecnologico 8808,"1212,32",4,Hardware
Mouse v8809,Lote tecnologico 8809,"795,48",8,Hardware
RAM v8810,Lote tecnologico 8810,"1188,97",6,Servicios
Teclado v8811,Lote tecnologico 8811,"361,45",156,Servicios
Monitor v8812,Lote tecnologico 8812,"1468,17",137,Software
Mouse v8813,Lote tecnologico 8813,"835,09",191,Servicios
Mouse v8814,Lote tecnologico 8814,"522,74",197,Software
SSD v8815,Lote tecnologico 8815,"603,49",83,Licencias
Monitor v8816,Lote tecnologico 8816,"405,82",133,Software
SSD v8817,Lote tecnologico 8817,"1205,44",5,Software
RAM v8818,Lote tecnologico 8818,"281,97",161,Hardware
Teclado v8819,Lote tecnologico 8819,"154,37",172,Software
RAM v8820,Lote tecnologico 8820,"648,31",187,Licencias
Teclado v8821,Lote tecnologico 8821,"376,83",76,Licencias
SSD v8822,Lote tecnologico 8822,"1151,53",135,Servicios
SSD v8823,Lote tecnologico 8823,"113,34",125,Servicios
Monitor v8824,Lote tecnologico 8824,"920,32",72,Software
Laptop v8825,Lote tecnologico 8825,"1015,43",55,Licencias
Mouse v8826,Lote tecnologico 8826,"1033,57",123,Licencias
Mouse v8827,Lote tecnologico 8827,"809,48",15,Licencias
Teclado v8828,Lote tecnologico 8828,"562,24",19,Servicios
Laptop v8829,Lote tecnologico 8829,"1465,87",109,Hardware
Monitor v8830,Lote tecnologico 8830,"953,59",57,Software
Mouse v8831,Lote tecnologico 8831,"198,86",118,Servicios
Teclado v8832,Lote tecnologico 8832,"276,72",33,Servicios
Mouse v8833,Lote tecnologico 8833,"1287,91",56,Servicios
Monitor v8834,Lote tecnologico 8834,"643,65",93,Licencias
Laptop v8835,Lote tecnologico 8835,"1080,79",112,Servicios
Laptop v8836,Lote tecnologico 8836,"322,3",70,Hardware
Teclado v8837,Lote tecnologico 8837,"589,94",53,Servicios
RAM v8838,Lote tecnologico 8838,"1100,23",22,Licencias
Monitor v8839,Lote tecnologico 8839,"1444,36",83,Licencias
SSD v8840,Lote tecnologico 8840,"576,59",101,Hardware
Monitor v8841,Lote tecnologico 8841,"855,11",149,Software
Laptop v8842,Lote tecnologico 8842,"208,82",168,Hardware
SSD v8843,Lote tecnologico 8843,"415,75",68,Servicios
Teclado v8844,Lote tecnologico 8844,"152,26",131,Software
Teclado v8845,Lote tecnologico 8845,"104,18",103,Hardware
RAM v8846,Lote tecnologico 8846,"374,79",183,Software
Monitor v8847,Lote tecnologico 8847,"881,86",16,Software
Monitor v8848,Lote tecnologico 8848,"345,5",159,Hardware
Mouse v8849,Lote tecnologico 8849,"1251,25",6,Software
Teclado v8850,Lote tecnologico 8850,"821,69",10,Servicios
RAM v8851,Lote tecnologico 8851,"1188,1",84,Hardware
RAM v8852,Lote tecnologico 8852,"1004,61",104,Licencias
Teclado v8853,Lote tecnologico 8853,"1225,85",141,Servicios
Mouse v8854,Lote tecnologico 8854,"1170,95",114,Servicios
Laptop v8855,Lote tecnologico 8855,"435,45",0,Software
Mouse v8856,Lote tecnologico 8856,"1001,34",45,Licencias
Laptop v8857,Lote tecnologico 8857,"1176,86",188,Licencias
RAM v8858,Lote tecnologico 8858,"75,06",114,Software
RAM v8859,Lote tecnologico 8859,"1472,49",169,Hardware
Teclado v8860,Lote tecnologico 8860,"438,41",118,Servicios
SSD v8861,Lote tecnologico 8861,"1018,96",79,Hardware
RAM v8862,Lote tecnologico 8862,"1432,56",161,Hardware
Laptop v8863,Lote tecnologico 8863,"503,1",136,Software
Laptop v8864,Lote tecnologico 8864,"70,59",120,Servicios
RAM v8865,Lote tecnologico 8865,"1149,6",6,Hardware
Laptop v8866,Lote tecnologico 8866,"495,11",59,Software
RAM v8867,Lote tecnologico 8867,"437,97",64,Software
SSD v8868,Lote tecnologico 8868,"691,21",167,Servicios
SSD v8869,Lote tecnologico 8869,"980,45",98,Software
Teclado v8870,Lote tecnologico 8870,"283,49",147,Servicios
Mouse v8871,Lote tecnologico 8871,"1235,59",13,Hardware
Teclado v8872,Lote tecnologico 8872,"505,84",37,Licencias
SSD v8873,Lote tecnologico 8873,"123,84",22,Software
RAM v8874,Lote tecnologico 8874,"1096,07",126,Servicios
Teclado v8875,Lote tecnologico 8875,"211,82",103,Licencias
RAM v8876,Lote tecnologico 8876,"498,01",113,Software
SSD v8877,Lote tecnologico 8877,"546,84",47,Servicios
Mouse v8878,Lote tecnologico 8878,"737,07",132,Servicios
SSD v8879,Lote tecnologico 8879,"905,45",123,Licencias
Mouse v8880,Lote tecnologico 8880,"658,13",150,Licencias
Monitor v8881,Lote tecnologico 8881,"1141,51",101,Software
Laptop v8882,Lote tecnologico 8882,"1012,62",186,Servicios
Monitor v8883,Lote tecnologico 8883,"714,33",140,Servicios
Monitor v8884,Lote tecnologico 8884,"1357,48",120,Software
Mouse v8885,Lote tecnologico 8885,"1111,69",34,Hardware
Laptop v8886,Lote tecnologico 8886,"947,7",112,Hardware
Mouse v8887,Lote tecnologico 8887,"882,33",13,Servicios
Teclado v8888,Lote tecnologico 8888,"815,06",139,Servicios
Teclado v8889,Lote tecnologico 8889,"1288,67",175,Software
RAM v8890,Lote tecnologico 8890,"329,85",80,Licencias
Mouse v8891,Lote tecnologico 8891,"288,42",174,Servicios
Laptop v8892,Lote tecnologico 8892,"440,78",120,Licencias
Mouse v8893,Lote tecnologico 8893,"146,26",145,Software
Teclado v8894,Lote tecnologico 8894,"671,96",56,Software
SSD v8895,Lote tecnologico 8895,"1027,39",126,Licencias
Laptop v8896,Lote tecnologico 8896,"1331,17",197,Licencias
Mouse v8897,Lote tecnologico 8897,"770,67",140,Hardware
Teclado v8898,Lote tecnologico 8898,"1285,23",120,Software
Teclado v8899,Lote tecnologico 8899,"1075,18",120,Servicios
Monitor v8900,Lote tecnologico 8900,"102,32",64,Software
SSD v8901,Lote tecnologico 8901,"108,26",43,Licencias
Laptop v8902,Lote tecnologico 8902,"1329,4",12,Software
Mouse v8903,Lote tecnologico 8903,"1239,82",79,Software
Laptop v8904,Lote tecnologico 8904,"1213,58",197,Software
Monitor v8905,Lote tecnologico 8905,"267,61",45,Licencias
Laptop v8906,Lote tecnologico 8906,"973,06",187,Licencias
Monitor v8907,Lote tecnologico 8907,"209,88",82,Servicios
Mouse v8908,Lote tecnologico 8908,"519,11",5,Hardware
RAM v8909,Lote tecnologico 8909,"1284,17",50,Hardware
Mouse v8910,Lote tecnologico 8910,"86,75",100,Software
Teclado v8911,Lote tecnologico 8911,"645,87",166,Software
Monitor v8912,Lote tecnologico 8912,"128,25",189,Licencias
RAM v8913,Lote tecnologico 8913,"1220,98",146,Servicios
RAM v8914,Lote tecnologico 8914,"1117,73",102,Hardware
Mouse v8915,Lote tecnologico 8915,"184,57",165,Software
SSD v8916,Lote tecnologico 8916,157,59,Software
RAM v8917,Lote tecnologico 8917,"390,23",5,Hardware
RAM v8918,Lote tecnologico 8918,"368,72",23,Servicios
Laptop v8919,Lote tecnologico 8919,"791,76",94,Servicios
Laptop v8920,Lote tecnologico 8920,"856,03",195,Licencias
Teclado v8921,Lote tecnologico 8921,"251,97",15,Hardware
SSD v8922,Lote tecnologico 8922,"1237,4",58,Hardware
Laptop v8923,Lote tecnologico 8923,"797,56",142,Licencias
Teclado v8924,Lote tecnologico 8924,"537,72",61,Hardware
Monitor v8925,Lote tecnologico 8925,"852,7",131,Software
Teclado v8926,Lote tecnologico 8926,"887,64",148,Software
Laptop v8927,Lote tecnologico 8927,"879,39",197,Hardware
Teclado v8928,Lote tecnologico 8928,"892,24",184,Servicios
Monitor v8929,Lote tecnologico 8929,"1114,76",39,Software
Laptop v8930,Lote tecnologico 8930,"807,36",57,Licencias
Monitor v8931,Lote tecnologico 8931,"882,93",168,Hardware
Laptop v8932,Lote tecnologico 8932,"852,74",110,Servicios
RAM v8933,Lote tecnologico 8933,"849,94",25,Servicios
Monitor v8934,Lote tecnologico 8934,"394,68",35,Licencias
Laptop v8935,Lote tecnologico 8935,"998,85",146,Hardware
Teclado v8936,Lote tecnologico 8936,"390,64",191,Hardware
RAM v8937,Lote tecnologico 8937,"1162,42",71,Licencias
Teclado v8938,Lote tecnologico 8938,"435,06",55,Servicios
Mouse v8939,Lote tecnologico 8939,"1116,1",44,Software
Monitor v8940,Lote tecnologico 8940,"570,8",166,Software
Laptop v8941,Lote tecnologico 8941,"375,39",186,Hardware
Laptop v8942,Lote tecnologico 8942,"810,94",121,Servicios
Monitor v8943,Lote tecnologico 8943,"162,42",193,Servicios
Mouse v8944,Lote tecnologico 8944,"1011,34",133,Hardware
Mouse v8945,Lote tecnologico 8945,"545,04",1,Licencias
Mouse v8946,Lote tecnologico 8946,"330,06",132,Hardware
SSD v8947,Lote tecnologico 8947,"61,99",5,Software
SSD v8948,Lote tecnologico 8948,"159,81",164,Software
Laptop v8949,Lote tecnologico 8949,"553,14",183,Servicios
RAM v8950,Lote tecnologico 8950,"1296,46",25,Software
Laptop v8951,Lote tecnologico 8951,"425,85",166,Software
Teclado v8952,Lote tecnologico 8952,"404,22",122,Licencias
RAM v8953,Lote tecnologico 8953,1128,19,Servicios
SSD v8954,Lote tecnologico 8954,"643,91",169,Licencias
Mouse v8955,Lote tecnologico 8955,"1471,09",176,Licencias
Laptop v8956,Lote tecnologico 8956,"941,76",96,Hardware
RAM v8957,Lote tecnologico 8957,"304,39",118,Servicios
RAM v8958,Lote tecnologico 8958,"304,06",145,Software
SSD v8959,Lote tecnologico 8959,"678,27",121,Software
Teclado v8960,Lote tecnologico 8960,"968,91",138,Hardware
SSD v8961,Lote tecnologico 8961,"208,05",19,Hardware
Laptop v8962,Lote tecnologico 8962,"817,31",28,Licencias
Mouse v8963,Lote tecnologico 8963,"268,61",125,Servicios
Teclado v8964,Lote tecnologico 8964,238,92,Software
Teclado v8965,Lote tecnologico 8965,"151,64",56,Hardware
SSD v8966,Lote tecnologico 8966,"942,96",183,Servicios
Mouse v8967,Lote tecnologico 8967,"1104,36",97,Software
Teclado v8968,Lote tecnologico 8968,"1429,53",7,Servicios
Mouse v8969,Lote tecnologico 8969,"335,14",25,Servicios
Mouse v8970,Lote tecnologico 8970,"1170,9",176,Hardware
Laptop v8971,Lote tecnologico 8971,"935,44",45,Software
Monitor v8972,Lote tecnologico 8972,"882,95",26,Licencias
Monitor v8973,Lote tecnologico 8973,"450,63",10,Hardware
Laptop v8974,Lote tecnologico 8974,"1028,98",186,Servicios
Monitor v8975,Lote tecnologico 8975,"1060,9",183,Licencias
Monitor v8976,Lote tecnologico 8976,"1096,84",55,Licencias
Laptop v8977,Lote tecnologico 8977,"491,75",125,Software
RAM v8978,Lote tecnologico 8978,"1438,74",24,Servicios
SSD v8979,Lote tecnologico 8979,"1083,69",40,Servicios
Laptop v8980,Lote tecnologico 8980,"486,97",199,Servicios
Laptop v8981,Lote tecnologico 8981,"165,07",59,Servicios
Teclado v8982,Lote tecnologico 8982,"387,46",163,Licencias
Mouse v8983,Lote tecnologico 8983,"91,15",174,Software
RAM v8984,Lote tecnologico 8984,"1404,31",145,Hardware
Teclado v8985,Lote tecnologico 8985,"98,13",90,Servicios
SSD v8986,Lote tecnologico 8986,"277,57",162,Hardware
RAM v8987,Lote tecnologico 8987,"1145,65",129,Software
Teclado v8988,Lote tecnologico 8988,"658,17",70,Software
RAM v8989,Lote tecnologico 8989,"695,53",181,Hardware
Monitor v8990,Lote tecnologico 8990,"856,99",122,Hardware
Monitor v8991,Lote tecnologico 8991,"77,29",38,Servicios
Mouse v8992,Lote tecnologico 8992,"1480,61",108,Servicios
Mouse v8993,Lote tecnologico 8993,"263,39",13,Servicios
Teclado v8994,Lote tecnologico 8994,"965,48",197,Software
Teclado v8995,Lote tecnologico 8995,"418,65",39,Servicios
SSD v8996,Lote tecnologico 8996,"822,31",138,Hardware
Teclado v8997,Lote tecnologico 8997,"1251,09",194,Licencias
RAM v8998,Lote tecnologico 8998,"1317,8",72,Software
RAM v8999,Lote tecnologico 8999,"340,52",3,Hardware
Teclado v9000,Lote tecnologico 9000,"1361,52",33,Servicios
Laptop v9001,Lote tecnologico 9001,"178,74",29,Servicios
SSD v9002,Lote tecnologico 9002,"1351,79",18,Servicios
Monitor v9003,Lote tecnologico 9003,"1272,54",177,Hardware
Mouse v9004,Lote tecnologico 9004,"1265,06",94,Software
Monitor v9005,Lote tecnologico 9005,"841,41",56,Software
Monitor v9006,Lote tecnologico 9006,"92,05",114,Hardware
RAM v9007,Lote tecnologico 9007,"1003,84",164,Servicios
Mouse v9008,Lote tecnologico 9008,"413,71",59,Licencias
SSD v9009,Lote tecnologico 9009,"515,7",32,Software
RAM v9010,Lote tecnologico 9010,"1057,99",176,Licencias
Laptop v9011,Lote tecnologico 9011,"781,37",157,Servicios
SSD v9012,Lote tecnologico 9012,"808,46",58,Servicios
Monitor v9013,Lote tecnologico 9013,"951,61",145,Licencias
Teclado v9014,Lote tecnologico 9014,"382,94",199,Servicios
RAM v9015,Lote tecnologico 9015,"265,81",109,Software
Mouse v9016,Lote tecnologico 9016,"1475,63",127,Hardware
RAM v9017,Lote tecnologico 9017,"489,89",36,Licencias
Teclado v9018,Lote tecnologico 9018,"1449,13",167,Hardware
SSD v9019,Lote tecnologico 9019,"723,53",173,Software
Laptop v9020,Lote tecnologico 9020,"714,04",27,Software
Teclado v9021,Lote tecnologico 9021,"1447,23",156,Software
Laptop v9022,Lote tecnologico 9022,"95,53",179,Servicios
Monitor v9023,Lote tecnologico 9023,"397,32",116,Hardware
Monitor v9024,Lote tecnologico 9024,"1490,36",168,Licencias
Monitor v9025,Lote tecnologico 9025,"1167,66",29,Hardware
RAM v9026,Lote tecnologico 9026,"772,4",51,Licencias
Mouse v9027,Lote tecnologico 9027,"1108,04",84,Servicios
Laptop v9028,Lote tecnologico 9028,"1152,39",107,Servicios
Monitor v9029,Lote tecnologico 9029,"1228,73",195,Licencias
RAM v9030,Lote tecnologico 9030,"863,14",92,Software
Mouse v9031,Lote tecnologico 9031,"228,52",151,Licencias
Teclado v9032,Lote tecnologico 9032,"147,62",131,Hardware
Mouse v9033,Lote tecnologico 9033,"712,88",121,Servicios
Laptop v9034,Lote tecnologico 9034,"201,66",85,Software
Laptop v9035,Lote tecnologico 9035,"271,52",139,Servicios
Laptop v9036,Lote tecnologico 9036,"670,1",12,Software
Teclado v9037,Lote tecnologico 9037,"1230,82",105,Servicios
Mouse v9038,Lote tecnologico 9038,"1337,18",21,Licencias
Mouse v9039,Lote tecnologico 9039,"1000,64",76,Hardware
Mouse v9040,Lote tecnologico 9040,"1313,89",33,Licencias
RAM v9041,Lote tecnologico 9041,"366,66",166,Servicios
Monitor v9042,Lote tecnologico 9042,"1008,87",79,Licencias
Monitor v9043,Lote tecnologico 9043,"349,72",60,Servicios
Laptop v9044,Lote tecnologico 9044,"1280,08",131,Hardware
SSD v9045,Lote tecnologico 9045,"50,9",31,Software
RAM v9046,Lote tecnologico 9046,"1231,93",100,Licencias
Mouse v9047,Lote tecnologico 9047,"1151,81",5,Hardware
Monitor v9048,Lote tecnologico 9048,"551,16",130,Hardware
RAM v9049,Lote tecnologico 9049,"988,58",47,Hardware
Teclado v9050,Lote tecnologico 9050,"323,73",139,Servicios
Monitor v9051,Lote tecnologico 9051,"866,63",49,Servicios
SSD v9052,Lote tecnologico 9052,"62,52",33,Hardware
RAM v9053,Lote tecnologico 9053,"1049,69",133,Licencias
SSD v9054,Lote tecnologico 9054,"1430,54",199,Hardware
Monitor v9055,Lote tecnologico 9055,"559,94",69,Software
Laptop v9056,Lote tecnologico 9056,"70,74",191,Software
Monitor v9057,Lote tecnologico 9057,"1049,45",161,Hardware
Laptop v9058,Lote tecnologico 9058,"255,21",54,Licencias
Mouse v9059,Lote tecnologico 9059,"1050,37",41,Licencias
Laptop v9060,Lote tecnologico 9060,"479,41",143,Servicios
SSD v9061,Lote tecnologico 9061,"1456,75",42,Hardware
Mouse v9062,Lote tecnologico 9062,"1120,75",165,Software
Mouse v9063,Lote tecnologico 9063,"148,64",130,Servicios
RAM v9064,Lote tecnologico 9064,"1000,25",71,Licencias
Mouse v9065,Lote tecnologico 9065,"897,25",60,Servicios
Teclado v9066,Lote tecnologico 9066,"53,65",1,Servicios
RAM v9067,Lote tecnologico 9067,"82,3",118,Servicios
RAM v9068,Lote tecnologico 9068,"61,08",187,Servicios
Mouse v9069,Lote tecnologico 9069,"1207,38",132,Hardware
Laptop v9070,Lote tecnologico 9070,"1138,11",150,Licencias
Mouse v9071,Lote tecnologico 9071,"1197,84",106,Servicios
Laptop v9072,Lote tecnologico 9072,"1272,2",196,Licencias
Mouse v9073,Lote tecnologico 9073,"1491,04",128,Hardware
SSD v9074,Lote tecnologico 9074,"188,21",165,Licencias
Mouse v9075,Lote tecnologico 9075,"801,21",137,Software
Monitor v9076,Lote tecnologico 9076,"1403,79",138,Software
RAM v9077,Lote tecnologico 9077,"1091,2",183,Licencias
Mouse v9078,Lote tecnologico 9078,"801,41",175,Licencias
Monitor v9079,Lote tecnologico 9079,"1303,77",136,Hardware
Laptop v9080,Lote tecnologico 9080,"693,38",113,Software
Monitor v9081,Lote tecnologico 9081,"168,59",36,Servicios
SSD v9082,Lote tecnologico 9082,"793,6",174,Licencias
Monitor v9083,Lote tecnologico 9083,"440,61",45,Licencias
SSD v9084,Lote tecnologico 9084,"1399,19",133,Servicios
SSD v9085,Lote tecnologico 9085,"1284,13",185,Servicios
Mouse v9086,Lote tecnologico 9086,"236,8",136,Licencias
Mouse v9087,Lote tecnologico 9087,"1408,81",87,Servicios
Laptop v9088,Lote tecnologico 9088,"1280,54",146,Licencias
Monitor v9089,Lote tecnologico 9089,"561,24",92,Servicios
RAM v9090,Lote tecnologico 9090,"125,48",173,Hardware
Mouse v9091,Lote tecnologico 9091,"533,08",94,Software
Monitor v9092,Lote tecnologico 9092,"561,75",176,Servicios
SSD v9093,Lote tecnologico 9093,"91,82",63,Servicios
SSD v9094,Lote tecnologico 9094,"326,2",121,Servicios
Laptop v9095,Lote tecnologico 9095,"1370,78",76,Servicios
Mouse v9096,Lote tecnologico 9096,"935,93",60,Servicios
Monitor v9097,Lote tecnologico 9097,"673,68",39,Servicios
Mouse v9098,Lote tecnologico 9098,"246,54",153,Licencias
Mouse v9099,Lote tecnologico 9099,"425,45",113,Servicios
Mouse v9100,Lote tecnologico 9100,"134,17",57,Software
RAM v9101,Lote tecnologico 9101,"1244,29",150,Software
Teclado v9102,Lote tecnologico 9102,"538,13",127,Licencias
Monitor v9103,Lote tecnologico 9103,"957,69",13,Hardware
Monitor v9104,Lote tecnologico 9104,"823,26",10,Servicios
Laptop v9105,Lote tecnologico 9105,"785,91",182,Software
SSD v9106,Lote tecnologico 9106,"875,71",18,Hardware
Laptop v9107,Lote tecnologico 9107,"279,63",93,Software
Monitor v9108,Lote tecnologico 9108,"794,58",170,Software
SSD v9109,Lote tecnologico 9109,"684,61",86,Servicios
SSD v9110,Lote tecnologico 9110,"1326,26",22,Licencias
Laptop v9111,Lote tecnologico 9111,"1223,89",110,Hardware
SSD v9112,Lote tecnologico 9112,"806,39",13,Hardware
RAM v9113,Lote tecnologico 9113,"146,68",114,Servicios
Teclado v9114,Lote tecnologico 9114,"194,01",50,Software
Mouse v9115,Lote tecnologico 9115,"821,05",10,Hardware
Teclado v9116,Lote tecnologico 9116,"1469,88",68,Hardware
Teclado v9117,Lote tecnologico 9117,"705,48",51,Software
SSD v9118,Lote tecnologico 9118,"1115,36",29,Software
Teclado v9119,Lote tecnologico 9119,"436,8",178,Hardware
Monitor v9120,Lote tecnologico 9120,"438,08",27,Hardware
Mouse v9121,Lote tecnologico 9121,"548,38",32,Hardware
Laptop v9122,Lote tecnologico 9122,"1080,43",145,Software
Laptop v9123,Lote tecnologico 9123,"1159,94",146,Software
Laptop v9124,Lote tecnologico 9124,"378,53",43,Licencias
Laptop v9125,Lote tecnologico 9125,"1377,05",163,Licencias
Mouse v9126,Lote tecnologico 9126,"226,98",6,Licencias
Mouse v9127,Lote tecnologico 9127,"602,8",91,Licencias
Laptop v9128,Lote tecnologico 9128,"507,58",139,Hardware
Teclado v9129,Lote tecnologico 9129,"1417,6",115,Licencias
Monitor v9130,Lote tecnologico 9130,"512,02",56,Licencias
Monitor v9131,Lote tecnologico 9131,"61,19",57,Servicios
Mouse v9132,Lote tecnologico 9132,"1195,78",50,Software
Mouse v9133,Lote tecnologico 9133,"1451,96",168,Software
RAM v9134,Lote tecnologico 9134,"567,21",168,Software
